,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3010,RUNEUSDT,WAVESUSDT,0.03,-3.49,-3.37,0.52,17
3030,SANDUSDT,LUNA2USDT,0.03,-3.53,-3.37,0.35,17
1798,EOSUSDT,ETHWUSDT,0.04,-3.45,-3.37,0.24,17
3455,USDCUSDT,ETCUSDT,0.0,-12.85,-3.37,0.05,17
3025,SANDUSDT,BITUSDT,0.0,-4.43,-3.37,1.93,17
3022,RVNUSDT,UNIUSDT,0.03,-3.49,-3.37,0.0,17
943,BSVUSDT,LUNA2USDT,0.01,-3.77,-3.37,23.49,17
3943,YGGUSDT,TOMOUSDT,0.02,-3.63,-3.37,0.74,17
1298,CELUSDT,FILUSDT,0.01,-3.93,-3.37,0.11,17
3016,RVNUSDT,ETHUSDT,0.03,-3.56,-3.37,0.0,17
894,BLZUSDT,VETUSDT,0.04,-3.47,-3.37,3.03,17
3879,YGGUSDT,FLMUSDT,0.01,-3.83,-3.37,2.79,17
2773,REEFUSDT,BITUSDT,0.02,-3.67,-3.37,0.01,17
2809,RENUSDT,BALUSDT,0.01,-3.85,-3.37,0.01,17
869,BLZUSDT,GTCUSDT,0.03,-3.51,-3.37,0.03,17
1316,CELUSDT,INJUSDT,0.01,-3.84,-3.37,0.28,17
1815,ETCUSDT,LRCUSDT,0.04,-3.42,-3.37,79.35,17
19,1000LUNCUSDT,THETAUSDT,0.01,-3.85,-3.37,0.19,17
2831,RENUSDT,CTSIUSDT,0.01,-4.04,-3.37,0.75,17
2621,NEOUSDT,BSVUSDT,0.02,-3.74,-3.37,0.17,17
2781,REEFUSDT,SANDUSDT,0.02,-3.62,-3.37,0.01,17
1333,CELUSDT,NEOUSDT,0.01,-3.79,-3.37,0.07,17
2627,NEOUSDT,DOGEUSDT,0.01,-3.78,-3.37,78.71,17
1849,FILUSDT,ETHUSDT,0.02,-3.65,-3.37,0.0,17
2636,NEOUSDT,LOOKSUSDT,0.01,-3.83,-3.37,49.18,17
2639,NEOUSDT,ONEUSDT,0.0,-4.39,-3.37,475.26,17
3166,SUNUSDT,GMXUSDT,0.03,-3.5,-3.37,0.0,17
1326,CELUSDT,LINKUSDT,0.04,-3.41,-3.37,0.08,17
2644,NEOUSDT,SHIB1000USDT,0.02,-3.67,-3.37,729.76,17
1524,CROUSDT,ZECUSDT,0.01,-3.87,-3.37,0.0,17
1237,CELRUSDT,CKBUSDT,0.02,-3.61,-3.37,4.37,17
855,BLZUSDT,CROUSDT,0.03,-3.56,-3.37,0.84,17
1835,FILUSDT,ARPAUSDT,0.01,-3.97,-3.37,162.73,17
1475,CROUSDT,ILVUSDT,0.0,-5.04,-3.37,0.0,17
2663,OGNUSDT,DOGEUSDT,0.02,-3.63,-3.37,1.22,17
2674,OGNUSDT,LOOKSUSDT,0.02,-3.63,-3.37,0.76,17
769,BELUSDT,BTCUSDT,0.01,-3.83,-3.37,0.0,17
2680,OGNUSDT,OPUSDT,0.03,-3.51,-3.37,0.11,17
858,BLZUSDT,CTSIUSDT,0.0,-4.17,-3.37,0.56,17
689,BCHUSDT,IOSTUSDT,0.03,-3.52,-3.37,12482.33,17
657,BCHUSDT,CTSIUSDT,0.03,-3.5,-3.37,1005.43,17
1476,CROUSDT,IMXUSDT,0.02,-3.67,-3.37,0.17,17
2912,RENUSDT,SOLUSDT,0.0,-4.77,-3.37,0.01,17
651,BCHUSDT,COTIUSDT,0.03,-3.55,-3.37,1434.45,17
1380,COMPUSDT,ALPHAUSDT,0.03,-3.59,-3.37,448.09,17
864,BLZUSDT,FLMUSDT,0.01,-3.81,-3.37,0.74,17
2918,RENUSDT,SUSHIUSDT,0.0,-4.84,-3.37,0.06,17
3821,YFIUSDT,DODOUSDT,0.04,-3.38,-3.37,53262.26,17
736,BCHUSDT,STGUSDT,0.02,-3.71,-3.37,259.2,17
2059,HNTUSDT,MASKUSDT,0.04,-3.42,-3.37,0.82,17
2060,HNTUSDT,MATICUSDT,0.0,-4.14,-3.37,2.77,17
3554,USDCUSDT,YGGUSDT,0.0,-12.86,-3.37,4.54,17
2081,HNTUSDT,SUSHIUSDT,0.03,-3.5,-3.37,1.98,17
2346,KDAUSDT,THETAUSDT,0.0,-4.27,-3.37,1.0,17
375,AUDIOUSDT,SANDUSDT,0.01,-3.79,-3.37,0.25,17
1995,HNTUSDT,1000LUNCUSDT,0.02,-3.68,-3.37,14.21,17
3558,USDCUSDT,ZRXUSDT,0.0,-12.93,-3.37,5.54,17
2008,HNTUSDT,BNXUSDT,0.03,-3.54,-3.37,0.02,17
1435,CROUSDT,ACHUSDT,0.02,-3.71,-3.37,7.09,17
2096,HNTUSDT,YGGUSDT,0.02,-3.68,-3.37,11.14,17
386,AVAXUSDT,ETCUSDT,0.01,-3.95,-3.37,0.66,17
2025,HNTUSDT,DUSKUSDT,0.01,-3.93,-3.37,27.42,17
2324,KDAUSDT,MINAUSDT,0.04,-3.39,-3.37,1.6,17
1104,C98USDT,DYDXUSDT,0.01,-3.81,-3.37,0.13,17
2383,LINAUSDT,BITUSDT,0.02,-3.71,-3.37,0.02,17
1398,COMPUSDT,MASKUSDT,0.04,-3.44,-3.37,13.07,17
1954,GMXUSDT,JSTUSDT,0.01,-3.97,-3.37,1987.7,17
3636,XNOUSDT,KAVAUSDT,0.02,-3.74,-3.37,0.66,17
2069,HNTUSDT,RENUSDT,0.0,-4.44,-3.37,31.55,17
3641,XNOUSDT,MASKUSDT,0.02,-3.6,-3.37,0.2,17
2327,KDAUSDT,NEOUSDT,0.01,-3.77,-3.37,0.13,17
1428,COTIUSDT,STGUSDT,0.0,-4.47,-3.37,0.18,17
340,ARPAUSDT,WAVESUSDT,0.0,-4.32,-3.37,0.01,17
3652,XRPUSDT,1000LUNCUSDT,0.0,-13.74,-3.37,2.19,17
373,AUDIOUSDT,RNDRUSDT,0.04,-3.38,-3.37,0.31,17
3849,YGGUSDT,CEEKUSDT,0.02,-3.66,-3.37,2.2,17
65,AAVEUSDT,MINAUSDT,0.04,-3.45,-3.37,105.65,17
2355,KLAYUSDT,BITUSDT,0.04,-3.38,-3.37,0.57,17
2308,KDAUSDT,FTMUSDT,0.0,-4.22,-3.37,4.91,17
2019,HNTUSDT,CTKUSDT,0.01,-3.97,-3.37,3.22,17
2041,HNTUSDT,GRTUSDT,0.0,-4.24,-3.37,40.21,17
60,AAVEUSDT,KDAUSDT,0.02,-3.72,-3.37,65.91,17
404,AVAXUSDT,UNIUSDT,0.01,-4.09,-3.37,2.21,17
359,AUDIOUSDT,ENJUSDT,0.04,-3.45,-3.37,0.48,17
3853,YGGUSDT,COMPUSDT,0.01,-3.81,-3.37,0.01,17
755,BCHUSDT,XNOUSDT,0.02,-3.72,-3.37,175.5,17
3591,XEMUSDT,EGLDUSDT,0.04,-3.42,-3.37,0.0,17
2367,KNCUSDT,STXUSDT,0.02,-3.75,-3.37,2.6,17
1975,GTCUSDT,LRCUSDT,0.04,-3.45,-3.37,6.86,17
3196,SUNUSDT,OPUSDT,0.01,-4.03,-3.37,0.01,16
2102,HOTUSDT,KNCUSDT,0.04,-3.38,-3.37,0.0,16
2576,MTLUSDT,REQUSDT,0.02,-3.69,-3.37,8.06,16
25,1INCHUSDT,ALGOUSDT,0.01,-3.86,-3.37,1.9,16
3453,USDCUSDT,ENSUSDT,0.0,-13.01,-3.37,0.08,16
3454,USDCUSDT,EOSUSDT,0.0,-12.86,-3.37,1.11,16
2758,PEOPLEUSDT,RUNEUSDT,0.04,-3.46,-3.37,0.02,16
2585,MTLUSDT,SCUSDT,0.0,-4.46,-3.37,283.64,16
1785,ENSUSDT,CEEKUSDT,0.03,-3.49,-3.37,128.32,16
3687,XRPUSDT,CEEKUSDT,0.0,-14.58,-3.37,3.78,16
1190,C98USDT,STXUSDT,0.01,-3.79,-3.37,1.21,16
1592,CTSIUSDT,OGNUSDT,0.03,-3.56,-3.37,1.01,16
1671,DGBUSDT,ANTUSDT,0.04,-3.42,-3.37,0.0,16
3442,USDCUSDT,CVXUSDT,0.0,-12.85,-3.37,0.25,16
542,BAKEUSDT,LRCUSDT,0.02,-3.63,-3.37,0.72,16
1630,CVXUSDT,SXPUSDT,0.01,-4.07,-3.37,16.06,16
1094,C98USDT,CVCUSDT,0.02,-3.69,-3.37,3.01,16
1092,C98USDT,CTKUSDT,0.01,-3.81,-3.37,0.37,16
2243,IOTXUSDT,SHIB1000USDT,0.03,-3.57,-3.37,2.68,16
3354,TRXUSDT,ZRXUSDT,0.01,-4.06,-3.37,0.28,16
2245,JASMYUSDT,LDOUSDT,0.01,-3.87,-3.37,0.0,16
1878,FILUSDT,RUNEUSDT,0.01,-4.03,-3.37,3.64,16
3586,XEMUSDT,CVXUSDT,0.02,-3.62,-3.37,0.01,16
1131,C98USDT,IMXUSDT,0.01,-3.79,-3.37,0.67,16
1189,C98USDT,STORJUSDT,0.01,-3.79,-3.37,0.9,16
3217,SUNUSDT,STXUSDT,0.0,-4.59,-3.37,0.02,16
2796,RENUSDT,ALICEUSDT,0.0,-4.28,-3.37,0.07,16
2750,PEOPLEUSDT,FLOWUSDT,0.05,-3.37,-3.37,0.02,16
2558,MTLUSDT,LTCUSDT,0.01,-3.94,-3.37,0.01,16
3212,SUNUSDT,SNXUSDT,0.0,-4.63,-3.37,0.0,16
3358,UNFIUSDT,AUDIOUSDT,0.04,-3.43,-3.37,28.77,16
1795,EOSUSDT,CVXUSDT,0.04,-3.43,-3.37,0.23,16
3878,YGGUSDT,FITFIUSDT,0.02,-3.73,-3.37,5.83,16
2594,MTLUSDT,STORJUSDT,0.01,-3.93,-3.37,2.21,16
2693,OGNUSDT,VETUSDT,0.02,-3.63,-3.37,5.34,16
561,BAKEUSDT,STXUSDT,0.01,-3.96,-3.37,0.78,16
553,BAKEUSDT,ROSEUSDT,0.03,-3.51,-3.37,3.88,16
3146,SUNUSDT,DARUSDT,0.0,-4.68,-3.37,0.04,16
1074,C98USDT,BNXUSDT,0.02,-3.66,-3.37,0.0,16
3474,USDCUSDT,ICPUSDT,0.0,-12.9,-3.37,0.26,16
1841,FILUSDT,CVXUSDT,0.02,-3.62,-3.37,1.09,16
2648,NEOUSDT,UNFIUSDT,0.04,-3.45,-3.37,1.56,16
309,APTUSDT,GMTUSDT,0.02,-3.68,-3.37,11.31,16
2696,OGNUSDT,XNOUSDT,0.03,-3.48,-3.37,0.17,16
484,AXSUSDT,SNXUSDT,0.0,-4.82,-3.37,4.09,16
2313,KDAUSDT,GRTUSDT,0.0,-4.62,-3.37,14.54,16
967,BSWUSDT,CVXUSDT,0.0,-5.12,-3.37,0.05,16
3870,YGGUSDT,EGLDUSDT,0.01,-3.88,-3.37,0.01,16
2303,KDAUSDT,ETCUSDT,0.0,-4.22,-3.37,0.05,16
389,AVAXUSDT,GTCUSDT,0.02,-3.7,-3.37,7.63,16
3122,SUNUSDT,AVAXUSDT,0.02,-3.6,-3.37,0.0,16
2304,KDAUSDT,ETHUSDT,0.0,-4.39,-3.37,0.0,16
1823,ETHUSDT,GRTUSDT,0.02,-3.62,-3.37,19877.88,16
482,AXSUSDT,SANDUSDT,0.0,-7.66,-3.37,12.12,16
3745,XRPUSDT,KLAYUSDT,0.0,-13.62,-3.37,2.21,16
2957,RNDRUSDT,SXPUSDT,0.02,-3.69,-3.37,1.94,16
660,BCHUSDT,DENTUSDT,0.03,-3.55,-3.37,152945.7,16
1519,CROUSDT,WOOUSDT,0.01,-4.05,-3.37,0.56,16
3381,UNFIUSDT,RSS3USDT,0.03,-3.55,-3.37,34.74,16
486,AXSUSDT,SUSHIUSDT,0.0,-4.41,-3.37,5.69,16
2637,NEOUSDT,LPTUSDT,0.03,-3.56,-3.37,0.93,16
2710,ONEUSDT,GALUSDT,0.0,-4.89,-3.37,0.01,16
1079,C98USDT,CEEKUSDT,0.04,-3.47,-3.37,2.79,16
3179,SUNUSDT,KSMUSDT,0.0,-4.83,-3.37,0.0,16
3557,USDCUSDT,ZILUSDT,0.0,-12.87,-3.37,46.59,16
2749,PEOPLEUSDT,DENTUSDT,0.03,-3.57,-3.37,33.68,16
875,BLZUSDT,KNCUSDT,0.01,-4.09,-3.37,0.1,16
88,ACHUSDT,PEOPLEUSDT,0.01,-3.77,-3.37,0.43,16
572,BANDUSDT,DOGEUSDT,0.04,-3.46,-3.37,22.98,16
3175,SUNUSDT,IOTXUSDT,0.0,-5.01,-3.37,0.21,16
1392,COMPUSDT,HBARUSDT,0.03,-3.58,-3.37,819.43,16
3093,SNXUSDT,PAXGUSDT,0.04,-3.44,-3.37,0.0,16
1253,CELRUSDT,SNXUSDT,0.03,-3.54,-3.37,0.01,16
550,BAKEUSDT,OPUSDT,0.03,-3.49,-3.37,0.2,16
1192,C98USDT,SUSHIUSDT,0.02,-3.71,-3.37,0.22,16
3373,UNFIUSDT,KNCUSDT,0.03,-3.58,-3.37,7.09,16
3560,VETUSDT,WOOUSDT,0.03,-3.55,-3.37,0.15,16
3669,XRPUSDT,ASTRUSDT,0.0,-13.6,-3.37,10.37,16
121,AGLDUSDT,FXSUSDT,0.04,-3.43,-3.37,0.05,16
84,ACHUSDT,DGBUSDT,0.01,-3.92,-3.37,1.41,16
478,AXSUSDT,QNTUSDT,0.04,-3.4,-3.37,0.06,16
991,BTCUSDT,ALPHAUSDT,0.02,-3.63,-3.37,190349.2,16
3872,YGGUSDT,ENSUSDT,0.01,-3.88,-3.37,0.02,16
1478,CROUSDT,IOSTUSDT,0.01,-3.94,-3.37,8.3,16
3838,YGGUSDT,AVAXUSDT,0.01,-3.88,-3.37,0.02,16
1619,CVXUSDT,LRCUSDT,0.01,-3.86,-3.37,16.05,16
1953,GMXUSDT,DASHUSDT,0.0,-4.12,-3.37,1.21,16
426,AXSUSDT,CELUSDT,0.0,-5.52,-3.37,14.34,16
3673,XRPUSDT,BAKEUSDT,0.0,-13.64,-3.37,2.11,16
3004,RUNEUSDT,ROSEUSDT,0.02,-3.63,-3.37,25.69,16
460,AXSUSDT,IOTXUSDT,0.0,-4.16,-3.37,289.7,16
1100,C98USDT,DODOUSDT,0.02,-3.68,-3.37,2.4,16
1157,C98USDT,MTLUSDT,0.02,-3.66,-3.37,0.41,16
3429,USDCUSDT,CELOUSDT,0.0,-13.02,-3.37,2.27,16
3418,USDCUSDT,BELUSDT,0.0,-12.85,-3.37,2.48,16
1119,C98USDT,GALUSDT,0.01,-3.81,-3.37,0.2,16
3648,XNOUSDT,TRBUSDT,0.03,-3.5,-3.37,0.05,16
1214,C98USDT,ZENUSDT,0.01,-3.86,-3.37,0.03,16
161,AKROUSDT,APTUSDT,0.04,-3.45,-3.37,0.0,16
2480,MINAUSDT,SUNUSDT,0.03,-3.5,-3.37,109.83,16
3702,XRPUSDT,CVXUSDT,0.0,-13.63,-3.37,0.09,16
528,BAKEUSDT,GALUSDT,0.01,-3.99,-3.37,0.13,16
1116,C98USDT,FTMUSDT,0.01,-3.81,-3.37,1.54,16
2925,RENUSDT,UNFIUSDT,0.01,-3.92,-3.37,0.02,16
263,ANKRUSDT,PEOPLEUSDT,0.02,-3.76,-3.37,0.93,16
1946,GLMRUSDT,LOOKSUSDT,0.02,-3.68,-3.37,2.64,16
3509,USDCUSDT,OPUSDT,0.0,-12.83,-3.37,1.11,16
2431,LOOKSUSDT,SUNUSDT,0.03,-3.5,-3.37,26.78,16
1058,C98USDT,API3USDT,0.01,-3.83,-3.37,0.2,16
1046,C98USDT,1000XECUSDT,0.02,-3.68,-3.37,9.57,16
1504,CROUSDT,RSRUSDT,0.0,-4.53,-3.37,16.74,16
2447,LRCUSDT,SUSHIUSDT,0.03,-3.53,-3.37,0.2,16
2987,RSS3USDT,LITUSDT,0.03,-3.48,-3.37,0.17,16
1921,FTMUSDT,WOOUSDT,0.02,-3.61,-3.37,1.46,16
2994,RUNEUSDT,EOSUSDT,0.04,-3.38,-3.37,1.32,16
66,AAVEUSDT,NEOUSDT,0.0,-4.24,-3.37,8.81,16
530,BAKEUSDT,HBARUSDT,0.01,-3.8,-3.37,3.75,16
3300,TOMOUSDT,PEOPLEUSDT,0.01,-3.79,-3.37,13.02,16
455,AXSUSDT,HOTUSDT,0.0,-5.9,-3.37,4549.26,16
342,ARUSDT,MTLUSDT,0.03,-3.52,-3.37,14.08,16
1117,C98USDT,FXSUSDT,0.02,-3.76,-3.37,0.06,16
1033,BTCUSDT,SANDUSDT,0.01,-3.88,-3.37,28589.47,16
3661,XRPUSDT,ALPHAUSDT,0.0,-13.63,-3.37,4.31,16
3660,XRPUSDT,ALICEUSDT,0.0,-13.84,-3.37,0.32,16
1211,C98USDT,YFIUSDT,0.02,-3.69,-3.37,0.0,16
3611,XEMUSDT,STXUSDT,0.04,-3.39,-3.37,0.14,16
3612,XEMUSDT,SWEATUSDT,0.05,-3.37,-3.37,2.47,16
592,BATUSDT,CTSIUSDT,0.04,-3.43,-3.37,2.18,16
3701,XRPUSDT,CVCUSDT,0.0,-13.9,-3.37,4.1,16
2003,HNTUSDT,BANDUSDT,0.03,-3.54,-3.37,1.26,16
2498,MTLUSDT,ADAUSDT,0.03,-3.58,-3.37,2.06,16
2848,RENUSDT,FILUSDT,0.0,-4.49,-3.37,0.02,16
527,BAKEUSDT,FXSUSDT,0.02,-3.76,-3.37,0.04,16
1724,DUSKUSDT,AXSUSDT,0.01,-4.09,-3.37,0.01,16
2234,IOTAUSDT,RUNEUSDT,0.02,-3.64,-3.37,0.18,16
3960,ZECUSDT,DARUSDT,0.04,-3.41,-3.37,297.25,16
1180,C98USDT,SCUSDT,0.02,-3.75,-3.37,115.15,16
3672,XRPUSDT,AXSUSDT,0.0,-13.62,-3.37,0.05,16
2490,MKRUSDT,TRBUSDT,0.04,-3.4,-3.37,58.44,16
691,BCHUSDT,JASMYUSDT,0.03,-3.53,-3.37,26329.17,16
650,BCHUSDT,COMPUSDT,0.04,-3.43,-3.37,2.65,16
3439,USDCUSDT,CTCUSDT,0.0,-12.9,-3.37,2.68,16
2513,MTLUSDT,BNXUSDT,0.01,-4.0,-3.37,0.0,16
405,AXSUSDT,10000NFTUSDT,0.0,-6.61,-3.37,1456.48,16
1952,GLMRUSDT,WOOUSDT,0.02,-3.61,-3.37,2.88,16
1445,CROUSDT,BTCUSDT,0.0,-5.13,-3.37,0.0,16
3693,XRPUSDT,COMPUSDT,0.0,-13.69,-3.37,0.01,16
2965,ROSEUSDT,FITFIUSDT,0.0,-4.33,-3.37,1.22,16
1216,C98USDT,ZRXUSDT,0.02,-3.67,-3.37,1.54,16
3506,USDCUSDT,OGNUSDT,0.0,-12.83,-3.37,9.75,16
1095,C98USDT,CVXUSDT,0.02,-3.7,-3.37,0.07,16
538,BAKEUSDT,LDOUSDT,0.01,-3.86,-3.37,0.15,16
915,BSVUSDT,CTCUSDT,0.03,-3.49,-3.37,104.0,16
519,BAKEUSDT,EGLDUSDT,0.03,-3.53,-3.37,0.0,16
1689,DGBUSDT,PEOPLEUSDT,0.0,-4.53,-3.37,0.3,16
3768,XRPUSDT,PAXGUSDT,0.0,-13.61,-3.37,0.0,16
536,BAKEUSDT,KNCUSDT,0.03,-3.47,-3.37,0.3,16
517,BAKEUSDT,DUSKUSDT,0.01,-3.81,-3.37,2.0,16
1900,FLMUSDT,WOOUSDT,0.03,-3.52,-3.37,0.64,16
338,ARPAUSDT,STXUSDT,0.03,-3.54,-3.37,0.12,16
593,BATUSDT,DENTUSDT,0.02,-3.6,-3.37,332.01,16
1052,C98USDT,ALGOUSDT,0.01,-3.92,-3.37,1.02,16
3548,USDCUSDT,XLMUSDT,0.0,-12.87,-3.37,11.18,16
368,AUDIOUSDT,KNCUSDT,0.04,-3.4,-3.37,0.25,16
3415,USDCUSDT,BALUSDT,0.0,-13.02,-3.37,0.18,16
1123,C98USDT,GRTUSDT,0.01,-3.87,-3.37,4.56,16
3382,UNFIUSDT,RUNEUSDT,0.01,-4.03,-3.37,3.59,15
1816,ETCUSDT,MANAUSDT,0.03,-3.52,-3.37,46.23,15
2905,RENUSDT,SANDUSDT,0.0,-4.75,-3.37,0.13,15
2204,INJUSDT,OPUSDT,0.04,-3.38,-3.37,1.91,15
3383,UNFIUSDT,SNXUSDT,0.02,-3.66,-3.37,2.47,15
1731,DUSKUSDT,ILVUSDT,0.03,-3.55,-3.37,0.0,15
3797,XRPUSDT,TRBUSDT,0.0,-13.61,-3.37,0.03,15
127,AGLDUSDT,ICXUSDT,0.04,-3.42,-3.37,1.57,15
3659,XRPUSDT,ALGOUSDT,0.0,-14.42,-3.37,1.38,15
3573,WAVESUSDT,THETAUSDT,0.0,-4.14,-3.37,2.58,15
3774,XRPUSDT,RNDRUSDT,0.0,-13.61,-3.37,0.79,15
1437,CROUSDT,API3USDT,0.0,-4.2,-3.37,0.05,15
2933,RENUSDT,XMRUSDT,0.0,-4.11,-3.37,0.0,15
2129,ICPUSDT,MANAUSDT,0.0,-4.54,-3.37,9.11,15
1382,COMPUSDT,BANDUSDT,0.04,-3.42,-3.37,20.19,15
1966,GTCUSDT,ETHWUSDT,0.02,-3.64,-3.37,0.46,15
1439,CROUSDT,AUDIOUSDT,0.0,-4.84,-3.37,0.47,15
3779,XRPUSDT,RVNUSDT,0.0,-13.64,-3.37,17.52,15
1268,CELUSDT,ALPHAUSDT,0.03,-3.55,-3.37,5.61,15
1311,CELUSDT,HBARUSDT,0.03,-3.55,-3.37,10.26,15
3891,YGGUSDT,ILVUSDT,0.01,-3.99,-3.37,0.01,15
1784,ENSUSDT,1INCHUSDT,0.03,-3.58,-3.37,24.63,15
1977,GTCUSDT,OCEANUSDT,0.01,-3.95,-3.37,12.94,15
948,BSVUSDT,REEFUSDT,0.02,-3.63,-3.37,12323.74,15
3753,XRPUSDT,LRCUSDT,0.0,-13.69,-3.37,1.53,15
1753,DYDXUSDT,MATICUSDT,0.0,-5.05,-3.37,2.49,15
2858,RENUSDT,GRTUSDT,0.0,-5.2,-3.37,1.27,15
11,1000LUNCUSDT,FILUSDT,0.01,-3.81,-3.37,0.04,15
3067,SLPUSDT,INJUSDT,0.02,-3.63,-3.37,0.0,15
2783,REEFUSDT,ZECUSDT,0.0,-4.85,-3.37,0.0,15
545,BAKEUSDT,MTLUSDT,0.04,-3.39,-3.37,0.26,15
3059,SLPUSDT,ETHWUSDT,0.03,-3.47,-3.37,0.0,15
1793,EOSUSDT,1000LUNCUSDT,0.02,-3.63,-3.37,5.21,15
1992,HBARUSDT,WAVESUSDT,0.03,-3.48,-3.37,0.02,15
3058,SLPUSDT,ETHUSDT,0.02,-3.71,-3.37,0.0,15
2802,RENUSDT,ARPAUSDT,0.01,-3.84,-3.37,2.93,15
1,10000NFTUSDT,LINAUSDT,0.04,-3.42,-3.37,0.8,15
168,AKROUSDT,STMXUSDT,0.02,-3.64,-3.37,0.54,15
936,BSVUSDT,INJUSDT,0.03,-3.55,-3.37,22.53,15
1990,HBARUSDT,MASKUSDT,0.05,-3.37,-3.37,0.02,15
887,BLZUSDT,ROSEUSDT,0.03,-3.5,-3.37,1.26,15
172,ALICEUSDT,1000LUNCUSDT,0.0,-4.15,-3.37,6.89,15
949,BSVUSDT,RNDRUSDT,0.01,-3.88,-3.37,81.24,15
184,ALICEUSDT,ENJUSDT,0.0,-4.12,-3.37,3.84,15
2213,INJUSDT,TRBUSDT,0.01,-3.98,-3.37,0.15,15
2878,RENUSDT,LITUSDT,0.01,-3.99,-3.37,0.11,15
490,AXSUSDT,WOOUSDT,0.0,-6.71,-3.37,56.94,15
1994,HNTUSDT,1000BTTUSDT,0.02,-3.66,-3.37,3663.43,15
3668,XRPUSDT,ARUSDT,0.0,-14.02,-3.37,0.04,15
3103,STXUSDT,FTMUSDT,0.04,-3.41,-3.37,1.27,15
2999,RUNEUSDT,LINKUSDT,0.02,-3.61,-3.37,0.19,15
2281,JSTUSDT,ZRXUSDT,0.0,-4.13,-3.37,0.12,15
1084,C98USDT,CHZUSDT,0.01,-3.93,-3.37,1.25,15
1434,CROUSDT,1INCHUSDT,0.0,-4.12,-3.37,0.13,15
2879,RENUSDT,LOOKSUSDT,0.0,-4.36,-3.37,0.58,15
3003,RUNEUSDT,QNTUSDT,0.02,-3.72,-3.37,0.01,15
2260,JSTUSDT,CVCUSDT,0.03,-3.52,-3.37,0.23,15
506,BAKEUSDT,BNBUSDT,0.03,-3.5,-3.37,0.0,15
2748,PEOPLEUSDT,1000LUNCUSDT,0.03,-3.49,-3.37,0.13,15
2874,RENUSDT,KSMUSDT,0.01,-3.95,-3.37,0.0,15
897,BLZUSDT,XTZUSDT,0.02,-3.66,-3.37,0.06,15
1498,CROUSDT,PAXGUSDT,0.04,-3.47,-3.37,0.0,15
1655,DARUSDT,ZENUSDT,0.03,-3.47,-3.37,0.01,15
3081,SLPUSDT,SANDUSDT,0.02,-3.6,-3.37,0.0,15
3751,XRPUSDT,LOOKSUSDT,0.0,-13.87,-3.37,2.8,15
2860,RENUSDT,HBARUSDT,0.01,-3.92,-3.37,1.62,15
2309,KDAUSDT,FXSUSDT,0.01,-3.8,-3.37,0.19,15
3801,XRPUSDT,VETUSDT,0.0,-13.67,-3.37,19.64,15
1061,C98USDT,ARUSDT,0.02,-3.67,-3.37,0.03,15
846,BLZUSDT,1000LUNCUSDT,0.03,-3.52,-3.37,0.34,15
2536,MTLUSDT,FLMUSDT,0.03,-3.59,-3.37,8.65,15
113,AGLDUSDT,DASHUSDT,0.01,-3.91,-3.37,0.01,15
2540,MTLUSDT,GMTUSDT,0.01,-3.92,-3.37,1.74,15
3678,XRPUSDT,BICOUSDT,0.0,-13.64,-3.37,1.28,15
2544,MTLUSDT,HBARUSDT,0.01,-4.08,-3.37,14.27,15
94,AGLDUSDT,1000BTTUSDT,0.03,-3.58,-3.37,361.45,15
2552,MTLUSDT,KNCUSDT,0.01,-3.91,-3.37,1.14,15
2557,MTLUSDT,LPTUSDT,0.0,-4.53,-3.37,0.1,15
2563,MTLUSDT,MINAUSDT,0.01,-3.91,-3.37,1.23,15
222,ALPHAUSDT,LRCUSDT,0.0,-4.17,-3.37,0.35,15
2577,MTLUSDT,RNDRUSDT,0.03,-3.56,-3.37,1.42,15
3191,SUNUSDT,MKRUSDT,0.01,-3.99,-3.37,0.0,15
3232,SUNUSDT,XMRUSDT,0.03,-3.55,-3.37,0.0,15
2407,LINAUSDT,UNIUSDT,0.01,-4.06,-3.37,0.0,15
1955,GMXUSDT,KLAYUSDT,0.02,-3.62,-3.37,242.69,15
2583,MTLUSDT,SANDUSDT,0.03,-3.48,-3.37,1.17,15
2049,HNTUSDT,KAVAUSDT,0.04,-3.39,-3.37,2.72,15
118,AGLDUSDT,ETCUSDT,0.04,-3.41,-3.37,0.01,15
1004,BTCUSDT,ENJUSDT,0.02,-3.73,-3.37,53750.8,15
1378,COMPUSDT,1000LUNCUSDT,0.02,-3.67,-3.37,227.02,15
796,BELUSDT,INJUSDT,0.03,-3.58,-3.37,0.23,15
3946,YGGUSDT,VETUSDT,0.03,-3.56,-3.37,11.45,15
1393,COMPUSDT,HOTUSDT,0.04,-3.4,-3.37,25263.52,15
2600,MTLUSDT,TLMUSDT,0.04,-3.41,-3.37,44.67,15
3317,TRBUSDT,ETHWUSDT,0.04,-3.45,-3.37,3.09,15
3241,SUSHIUSDT,RNDRUSDT,0.03,-3.52,-3.37,2.59,15
850,BLZUSDT,BTCUSDT,0.02,-3.74,-3.37,0.0,15
823,BELUSDT,WAVESUSDT,0.01,-3.98,-3.37,0.18,15
631,BCHUSDT,AVAXUSDT,0.04,-3.46,-3.37,8.01,15
2384,LINAUSDT,DYDXUSDT,0.01,-3.78,-3.37,0.0,15
758,BCHUSDT,YGGUSDT,0.04,-3.44,-3.37,471.65,15
2387,LINAUSDT,GRTUSDT,0.0,-4.79,-3.37,0.1,15
